t,bytes_sent,utility,pheromone,f1_val
45,1620,0.0,0.036557701961035215,0.8466666666666667
46,1620,0.03326959731690504,0.03590008103220918,0.8709677419354839
47,1620,0.14182145073613317,0.05708435497299398,0.9230769230769231
48,1620,0.0,0.045667483978395186,0.8523489932885906
49,1620,0.0,0.03653398718271615,0.8466666666666667
50,1620,0.03326959731690504,0.03588110920955393,0.8709677419354839
51,1620,0.14182145073613317,0.057069177514869784,0.9230769230769231
52,1620,0.0,0.04565534201189583,0.8523489932885906
53,1620,0.0,0.03652427360951667,0.8466666666666667
54,1620,0.03326959731690504,0.03587333835099435,0.8709677419354839
55,1620,0.14182145073613317,0.05706296082802212,0.9230769230769231
56,1620,0.0,0.0456503686624177,0.8523489932885906
57,1620,0.0,0.03652029492993416,0.8466666666666667
58,1620,0.03326959731690504,0.03587015540732834,0.8709677419354839
59,1620,0.14182145073613317,0.05706041447308931,0.9230769230769231
60,1620,0.0,0.04564833157847145,0.8523489932885906
61,1620,0.0,0.03651866526277716,0.8466666666666667
62,1620,0.03326959731690504,0.035868851673602736,0.8709677419354839
63,1620,0.14182145073613317,0.057059371486108824,0.9230769230769231
64,1620,0.0,0.04564749718888706,0.8523489932885906
65,1620,0.0,0.03651799775110965,0.8466666666666667
66,1620,0.03326959731690504,0.035868317664268734,0.8709677419354839
67,1620,0.14182145073613317,0.057058944278641624,0.9230769230769231
68,1620,0.0,0.0456471554229133,0.8523489932885906
69,1620,0.0,0.03651772433833064,0.8466666666666667
70,1620,0.03326959731690504,0.03586809893404552,0.8709677419354839
71,1620,0.14182145073613317,0.05705876929446305,0.9230769230769231
72,1620,0.0,0.04564701543557045,0.8523489932885906
73,1620,0.0,0.03651761234845636,0.8466666666666667
74,1620,0.03326959731690504,0.035868009342146095,0.8709677419354839
75,1620,0.14182145073613317,0.05705869762094351,0.9230769230769231
76,1620,0.0,0.045646958096754814,0.8523489932885906
77,1620,0.0,0.036517566477403854,0.8466666666666667
78,1620,0.03326959731690504,0.03586797264530409,0.8709677419354839
79,1620,0.14182145073613317,0.057058668263469906,0.9230769230769231
80,1620,0.0,0.04564693461077593,0.8523489932885906
81,1620,0.0,0.03651754768862075,0.8466666666666667
82,1620,0.03326959731690504,0.03586795761427761,0.8709677419354839
83,1620,0.14182145073613317,0.057058656238648725,0.9230769230769231
84,1620,0.0,0.045646924990918984,0.8523489932885906
85,1620,0.0,0.03651753999273519,0.8466666666666667
86,1620,0.03326959731690504,0.03586795145756916,0.8709677419354839
87,1620,0.14182145073613317,0.05705865131328196,0.9230769230769231
88,1620,0.0,0.045646921050625566,0.8523489932885906
89,1620,0.0,0.03651753684050046,0.8466666666666667
90,1620,0.03326959731690504,0.03586794893578138,0.8709677419354839
91,1620,0.14182145073613317,0.057058649295851735,0.9230769230769231
92,1620,0.0,0.045646919436681394,0.8523489932885906
93,1620,0.0,0.036517535549345115,0.8466666666666667
94,1620,0.03326959731690504,0.035867947902857106,0.8709677419354839
95,1620,0.14182145073613317,0.05705864846951232,0.9230769230769231
96,1620,0.0,0.04564691877560986,0.8523489932885906
97,1620,0.0,0.03651753502048789,0.8466666666666667
98,1620,0.03326959731690504,0.035867947479771324,0.8709677419354839
99,1620,0.14182145073613317,0.05705864813104369,0.9230769230769231
100,1620,0.0,0.04564691850483496,0.8523489932885906
101,1620,0.0,0.03651753480386797,0.8466666666666667
102,1620,0.03326959731690504,0.035867947306475384,0.8709677419354839
103,1620,0.14182145073613317,0.05705864799240694,0.9230769230769231
104,1620,0.0,0.045646918393925554,0.8523489932885906
105,1620,0.0,0.036517534715140444,0.8466666666666667
106,1620,0.03326959731690504,0.035867947235493365,0.8709677419354839
107,1620,0.14182145073613317,0.05705864793562133,0.9230769230769231
108,1620,0.0,0.045646918348497066,0.8523489932885906
109,1620,0.0,0.036517534678797654,0.8466666666666667
110,1620,0.03326959731690504,0.03586794720641913,0.8709677419354839
111,1620,0.14182145073613317,0.05705864791236194,0.9230769230769231
112,1620,0.0,0.045646918329889555,0.8523489932885906
113,1620,0.0,0.036517534663911645,0.8466666666666667
114,1620,0.03326959731690504,0.03586794719451032,0.8709677419354839
115,1620,0.14182145073613317,0.057058647902834894,0.9230769230769231
116,1620,0.0,0.045646918322267915,0.8523489932885906
117,1620,0.0,0.036517534657814335,0.8466666666666667
118,1620,0.03326959731690504,0.035867947189632474,0.8709677419354839
119,1620,0.14182145073613317,0.05705864789893261,0.9230769230769231
120,1620,0.0,0.04564691831914609,0.8523489932885906
121,1620,0.0,0.036517534655316874,0.8466666666666667
122,1620,0.03326959731690504,0.03586794718763451,0.8709677419354839
123,1620,0.14182145073613317,0.05705864789733424,0.9230769230769231
124,1620,0.0,0.045646918317867394,0.8523489932885906
125,1620,0.0,0.036517534654293915,0.8466666666666667
126,1620,0.03326959731690504,0.03586794718681614,0.8709677419354839
127,1620,0.14182145073613317,0.057058647896679554,0.9230769230769231
128,1620,0.0,0.045646918317343646,0.8523489932885906
129,1620,0.0,0.03651753465387492,0.8466666666666667
130,1620,0.03326959731690504,0.03586794718648094,0.8709677419354839
131,1620,0.14182145073613317,0.05705864789641139,0.9230769230769231
132,1620,0.0,0.04564691831712911,0.8523489932885906
133,1620,0.0,0.03651753465370329,0.8466666666666667
134,1620,0.03326959731690504,0.035867947186343646,0.8709677419354839
135,1620,0.14182145073613317,0.05705864789630155,0.9230769230769231
136,1620,0.0,0.04564691831704124,0.8523489932885906
137,1620,0.0,0.03651753465363299,0.8466666666666667
138,1620,0.03326959731690504,0.0358679471862874,0.8709677419354839
139,1620,0.14182145073613317,0.05705864789625656,0.9230769230769231
140,1620,0.0,0.04564691831700525,0.8523489932885906
141,1620,0.0,0.0365175346536042,0.8466666666666667
142,1620,0.03326959731690504,0.035867947186264376,0.8709677419354839
143,1620,0.14182145073613317,0.057058647896238136,0.9230769230769231
144,1620,0.0,0.04564691831699051,0.8523489932885906
145,1620,0.0,0.036517534653592414,0.8466666666666667
146,1620,0.03326959731690504,0.03586794718625494,0.8709677419354839
147,1620,0.14182145073613317,0.05705864789623059,0.9230769230769231
148,1620,0.0,0.045646918316984475,0.8523489932885906
149,1620,0.0,0.036517534653587584,0.8466666666666667
150,1620,0.03326959731690504,0.03586794718625108,0.8709677419354839
151,1620,0.14182145073613317,0.0570586478962275,0.9230769230769231
152,1620,0.0,0.045646918316982005,0.8523489932885906
153,1620,0.0,0.03651753465358561,0.8466666666666667
154,1620,0.03326959731690504,0.0358679471862495,0.8709677419354839
155,1620,0.14182145073613317,0.057058647896226236,0.9230769230769231
156,1620,0.0,0.04564691831698099,0.8523489932885906
157,1620,0.0,0.036517534653584795,0.8466666666666667
158,1620,0.03326959731690504,0.03586794718624885,0.8709677419354839
159,1620,0.14182145073613317,0.05705864789622571,0.9230769230769231
160,1620,0.0,0.04564691831698057,0.8523489932885906
161,1620,0.0,0.036517534653584455,0.8466666666666667
162,1620,0.03326959731690504,0.03586794718624857,0.8709677419354839
163,1620,0.14182145073613317,0.05705864789622549,0.9230769230769231
164,1620,0.0,0.045646918316980395,0.8523489932885906
165,1620,0.0,0.036517534653584316,0.8466666666666667
166,1620,0.03326959731690504,0.03586794718624846,0.8709677419354839
167,1620,0.14182145073613317,0.0570586478962254,0.9230769230769231
168,1620,0.0,0.045646918316980326,0.8523489932885906
169,1620,0.0,0.03651753465358426,0.8466666666666667
170,1620,0.03326959731690504,0.03586794718624842,0.8709677419354839
171,1620,0.14182145073613317,0.05705864789622537,0.9230769230769231
172,1620,0.0,0.0456469183169803,0.8523489932885906
173,1620,0.0,0.03651753465358424,0.8466666666666667
174,1620,0.03326959731690504,0.0358679471862484,0.8709677419354839
175,1620,0.14182145073613317,0.05705864789622536,0.9230769230769231
176,1620,0.0,0.04564691831698029,0.8523489932885906
177,1620,0.0,0.03651753465358423,0.8466666666666667
178,1620,0.03326959731690504,0.035867947186248396,0.8709677419354839
179,1620,0.14182145073613317,0.05705864789622535,0.9230769230769231
180,1620,0.0,0.045646918316980284,0.8523489932885906
181,1620,0.0,0.036517534653584226,0.8466666666666667
182,1620,0.03326959731690504,0.03586794718624839,0.8709677419354839
183,1620,0.14182145073613317,0.05705864789622535,0.9230769230769231
184,1620,0.0,0.045646918316980284,0.8523489932885906
185,1620,0.0,0.036517534653584226,0.8466666666666667
186,1620,0.03326959731690504,0.03586794718624839,0.8709677419354839
187,1620,0.14182145073613317,0.05705864789622535,0.9230769230769231
188,1620,0.0,0.045646918316980284,0.8523489932885906
189,1620,0.0,0.036517534653584226,0.8466666666666667
190,1620,0.03326959731690504,0.03586794718624839,0.8709677419354839
191,1620,0.14182145073613317,0.05705864789622535,0.9230769230769231
192,1620,0.0,0.045646918316980284,0.8523489932885906
193,1620,0.0,0.036517534653584226,0.8466666666666667
194,1620,0.03326959731690504,0.03586794718624839,0.8709677419354839
195,1620,0.14182145073613317,0.05705864789622535,0.9230769230769231
196,1620,0.0,0.045646918316980284,0.8523489932885906
197,1620,0.0,0.036517534653584226,0.8466666666666667
198,1620,0.03326959731690504,0.03586794718624839,0.8709677419354839
199,1620,0.14182145073613317,0.05705864789622535,0.9230769230769231
0,1623,4.82624031304203,0.973248062608406,0.7851851851851852
1,1623,0.04533818564487979,0.7876660872157009,0.8501742160278746
2,1623,0.0,0.6301328697725608,0.8837209302325582
3,1623,0.0,0.5041062958180487,0.8978328173374613
4,1623,0.012010909070693243,0.4056872184685776,0.7851851851851852
5,1623,0.04533818564487979,0.33361741190383803,0.8501742160278746
6,1623,0.0,0.26689392952307045,0.8837209302325582
7,1623,0.0,0.21351514361845636,0.8978328173374613
8,1623,0.012010909070693243,0.17321429670890376,0.7851851851851852
9,1623,0.04533818564487979,0.14763907449609898,0.8501742160278746
10,1623,0.0,0.11811125959687918,0.8837209302325582
11,1623,0.0,0.09448900767750334,0.8978328173374613
12,1623,0.012010909070693243,0.07799338795614133,0.7851851851851852
13,1623,0.04533818564487979,0.07146234749388902,0.8501742160278746
14,1623,0.0,0.057169877995111223,0.8837209302325582
15,1623,0.0,0.04573590239608898,0.8978328173374613
16,1623,0.012010909070693243,0.038990903731009836,0.7851851851851852
17,1623,0.04533818564487979,0.040260360113783825,0.8501742160278746
18,1623,0.0,0.03220828809102706,0.8837209302325582
19,1623,0.0,0.025766630472821652,0.8978328173374613
20,1623,0.012010909070693243,0.023015486192395972,0.7851851851851852
21,1623,0.04533818564487979,0.027480026082892735,0.8501742160278746
22,1623,0.0,0.02198402086631419,0.8837209302325582
23,1623,0.0,0.01758721669305135,0.8978328173374613
24,1623,0.012010909070693243,0.01647195516857973,0.7851851851851852
25,1623,0.04533818564487979,0.02224520126383974,0.8501742160278746
26,1623,0.0,0.017796161011071794,0.8837209302325582
27,1623,0.0,0.014236928808857435,0.8978328173374613
28,1623,0.012010909070693243,0.013791724861224597,0.7851851851851852
29,1623,0.04533818564487979,0.020101017017955636,0.8501742160278746
30,1623,0.0,0.01608081361436451,0.8837209302325582
31,1623,0.0,0.012864650891491608,0.8978328173374613
32,1623,0.012010909070693243,0.012693902527331935,0.7851851851851852
33,1623,0.04533818564487979,0.019222759150841505,0.8501742160278746
34,1623,0.0,0.015378207320673205,0.8837209302325582
35,1623,0.0,0.012302565856538564,0.8978328173374613
36,1623,0.012010909070693243,0.0122442344993695,0.7851851851851852
37,1623,0.04533818564487979,0.01886302472847156,0.8501742160278746
38,1623,0.0,0.015090419782777248,0.8837209302325582
39,1623,0.0,0.0120723358262218,0.8978328173374613
40,1623,0.012010909070693243,0.012060050475116088,0.7851851851851852
41,1623,0.04533818564487979,0.01871567750906883,0.8501742160278746
42,1623,0.0,0.014972542007255063,0.8837209302325582
43,1623,0.0,0.011978033605804052,0.8978328173374613
44,1623,0.012010909070693243,0.01198460869878189,0.7851851851851852
45,1623,0.04533818564487979,0.01865532408800147,0.8501742160278746
46,1623,0.0,0.014924259270401178,0.8837209302325582
47,1623,0.0,0.011939407416320942,0.8978328173374613
48,1623,0.012010909070693243,0.011953707747195404,0.7851851851851852
49,1623,0.04533818564487979,0.018630603326732283,0.8501742160278746
50,1623,0.0,0.014904482661385826,0.8837209302325582
51,1623,0.0,0.011923586129108661,0.8978328173374613
52,1623,0.012010909070693243,0.011941050717425579,0.7851851851851852
53,1623,0.04533818564487979,0.018620477702916423,0.8501742160278746
54,1623,0.0,0.01489638216233314,0.8837209302325582
55,1623,0.0,0.011917105729866512,0.8978328173374613
56,3246,0.012010909070693243,0.011935866398031859,0.7851851851851852
57,3246,0.04533818564487979,0.018616330247401447,0.8501742160278746
58,3246,0.0,0.014893064197921158,0.8837209302325582
59,3246,0.0,0.011914451358336927,0.8978328173374613
60,3246,0.012010909070693243,0.01193374290080819,0.7851851851851852
61,3246,0.04533818564487979,0.018614631449622512,0.8501742160278746
62,3246,0.0,0.01489170515969801,0.8837209302325582
63,3246,0.0,0.011913364127758409,0.8978328173374613
64,3246,0.012010909070693243,0.011932873116345376,0.7851851851851852
65,3246,0.04533818564487979,0.018613935622052262,0.8501742160278746
66,3246,0.0,0.01489114849764181,0.8837209302325582
67,3246,0.0,0.011912918798113448,0.8978328173374613
68,3246,0.012010909070693243,0.011932516852629409,0.7851851851851852
69,3246,0.04533818564487979,0.018613650611079488,0.8501742160278746
70,3246,0.0,0.01489092048886359,0.8837209302325582
71,3246,0.0,0.011912736391090873,0.8978328173374613
72,3246,0.012010909070693243,0.011932370927011347,0.7851851851851852
73,3246,0.04533818564487979,0.018613533870585036,0.8501742160278746
74,3246,0.0,0.01489082709646803,0.8837209302325582
75,3246,0.0,0.011912661677174426,0.8978328173374613
76,3246,0.012010909070693243,0.01193231115587819,0.7851851851851852
77,3246,0.04533818564487979,0.01861348605367851,0.8501742160278746
78,3246,0.0,0.01489078884294281,0.8837209302325582
79,3246,0.0,0.011912631074354248,0.8978328173374613
80,3246,0.012010909070693243,0.011932286673622047,0.7851851851851852
81,3246,0.04533818564487979,0.018613466467873596,0.8501742160278746
82,3246,0.0,0.014890773174298877,0.8837209302325582
83,3246,0.0,0.011912618539439103,0.8978328173374613
84,3246,0.012010909070693243,0.01193227664568993,0.7851851851851852
85,3246,0.04533818564487979,0.018613458445527906,0.8501742160278746
86,3246,0.0,0.014890766756422326,0.8837209302325582
87,3246,0.0,0.011912613405137861,0.8978328173374613
88,3246,0.012010909070693243,0.01193227253824894,0.7851851851851852
89,3246,0.04533818564487979,0.01861345515957511,0.8501742160278746
90,3246,0.0,0.01489076412766009,0.8837209302325582
91,3246,0.0,0.011912611302128073,0.8978328173374613
92,3246,0.012010909070693243,0.011932270855841108,0.7851851851851852
93,3246,0.04533818564487979,0.018613453813648845,0.8501742160278746
94,3246,0.0,0.014890763050919076,0.8837209302325582
95,3246,0.0,0.011912610440735261,0.8978328173374613
96,3246,0.012010909070693243,0.011932270166726858,0.7851851851851852
97,3246,0.04533818564487979,0.018613453262357443,0.8501742160278746
98,3246,0.0,0.014890762609885956,0.8837209302325582
99,3246,0.0,0.011912610087908766,0.8978328173374613
100,3246,0.012010909070693243,0.011932269884465663,0.7851851851851852
101,3246,0.04533818564487979,0.01861345303654849,0.8501742160278746
102,3246,0.0,0.014890762429238792,0.8837209302325582
103,3246,0.0,0.011912609943391035,0.8978328173374613
104,3246,0.012010909070693243,0.011932269768851478,0.7851851851851852
105,3246,0.04533818564487979,0.01861345294405714,0.8501742160278746
106,3246,0.0,0.014890762355245713,0.8837209302325582
107,3246,0.0,0.011912609884196571,0.8978328173374613
108,3246,0.012010909070693243,0.011932269721495907,0.7851851851851852
109,3246,0.04533818564487979,0.018613452906172685,0.8501742160278746
110,3246,0.0,0.014890762324938148,0.8837209302325582
111,3246,0.0,0.011912609859950518,0.8978328173374613
112,4869,0.012010909070693243,0.011932269702099063,0.7851851851851852
113,4869,0.04533818564487979,0.018613452890655212,0.8501742160278746
114,4869,0.0,0.01489076231252417,0.8837209302325582
115,4869,0.0,0.011912609850019337,0.8978328173374613
116,4869,0.012010909070693243,0.011932269694154118,0.7851851851851852
117,4869,0.04533818564487979,0.018613452884299254,0.8501742160278746
118,4869,0.0,0.014890762307439404,0.8837209302325582
119,4869,0.0,0.011912609845951523,0.8978328173374613
120,4869,0.012010909070693243,0.011932269690899867,0.7851851851851852
121,4869,0.04533818564487979,0.01861345288169585,0.8501742160278746
122,4869,0.0,0.014890762305356681,0.8837209302325582
123,4869,0.0,0.011912609844285346,0.8978328173374613
124,4869,0.012010909070693243,0.011932269689566927,0.7851851851851852
125,4869,0.04533818564487979,0.018613452880629502,0.8501742160278746
126,4869,0.0,0.014890762304503603,0.8837209302325582
127,4869,0.0,0.011912609843602883,0.8978328173374613
128,4869,0.012010909070693243,0.011932269689020955,0.7851851851851852
129,4869,0.04533818564487979,0.018613452880192723,0.8501742160278746
130,4869,0.0,0.01489076230415418,0.8837209302325582
131,4869,0.0,0.011912609843323345,0.8978328173374613
132,4869,0.012010909070693243,0.011932269688797325,0.7851851851851852
133,4869,0.04533818564487979,0.01861345288001382,0.8501742160278746
134,4869,0.0,0.014890762304011058,0.8837209302325582
135,4869,0.0,0.011912609843208848,0.8978328173374613
136,4869,0.012010909070693243,0.011932269688705727,0.7851851851851852
137,4869,0.04533818564487979,0.01861345287994054,0.8501742160278746
138,4869,0.0,0.014890762303952433,0.8837209302325582
139,4869,0.0,0.011912609843161948,0.8978328173374613
140,4869,0.012010909070693243,0.011932269688668208,0.7851851851851852
141,4869,0.04533818564487979,0.018613452879910525,0.8501742160278746
142,4869,0.0,0.01489076230392842,0.8837209302325582
143,4869,0.0,0.011912609843142737,0.8978328173374613
144,4869,0.012010909070693243,0.011932269688652838,0.7851851851851852
145,4869,0.04533818564487979,0.01861345287989823,0.8501742160278746
146,4869,0.0,0.014890762303918585,0.8837209302325582
147,4869,0.0,0.011912609843134869,0.8978328173374613
148,4869,0.012010909070693243,0.011932269688646545,0.7851851851851852
149,4869,0.04533818564487979,0.018613452879893196,0.8501742160278746
150,4869,0.0,0.014890762303914557,0.8837209302325582
151,4869,0.0,0.011912609843131645,0.8978328173374613
152,4869,0.012010909070693243,0.011932269688643965,0.7851851851851852
153,4869,0.04533818564487979,0.01861345287989113,0.8501742160278746
154,4869,0.0,0.014890762303912905,0.8837209302325582
155,4869,0.0,0.011912609843130325,0.8978328173374613
156,4869,0.012010909070693243,0.011932269688642909,0.7851851851851852
157,4869,0.04533818564487979,0.018613452879890288,0.8501742160278746
158,4869,0.0,0.01489076230391223,0.8837209302325582
159,4869,0.0,0.011912609843129786,0.8978328173374613
160,4869,0.012010909070693243,0.011932269688642479,0.7851851851851852
161,4869,0.04533818564487979,0.01861345287988994,0.8501742160278746
162,4869,0.0,0.014890762303911953,0.8837209302325582
163,4869,0.0,0.011912609843129564,0.8978328173374613
164,6492,0.012010909070693243,0.0119322696886423,0.7851851851851852
165,6492,0.04533818564487979,0.0186134528798898,0.8501742160278746
166,6492,0.0,0.01489076230391184,0.8837209302325582
167,6492,0.0,0.011912609843129474,0.8978328173374613
168,6492,0.012010909070693243,0.011932269688642229,0.7851851851851852
169,6492,0.04533818564487979,0.01861345287988974,0.8501742160278746
170,6492,0.0,0.014890762303911793,0.8837209302325582
171,6492,0.0,0.011912609843129435,0.8978328173374613
172,6492,0.012010909070693243,0.011932269688642198,0.7851851851851852
173,6492,0.04533818564487979,0.01861345287988972,0.8501742160278746
174,6492,0.0,0.014890762303911776,0.8837209302325582
175,6492,0.0,0.011912609843129422,0.8978328173374613
176,6492,0.012010909070693243,0.011932269688642187,0.7851851851851852
177,6492,0.04533818564487979,0.01861345287988971,0.8501742160278746
178,6492,0.0,0.014890762303911767,0.8837209302325582
179,6492,0.0,0.011912609843129415,0.8978328173374613
180,6492,0.012010909070693243,0.01193226968864218,0.7851851851851852
181,6492,0.04533818564487979,0.018613452879889705,0.8501742160278746
182,6492,0.0,0.014890762303911766,0.8837209302325582
183,6492,0.0,0.011912609843129413,0.8978328173374613
184,6492,0.012010909070693243,0.01193226968864218,0.7851851851851852
185,6492,0.04533818564487979,0.018613452879889705,0.8501742160278746
186,6492,0.0,0.014890762303911766,0.8837209302325582
187,6492,0.0,0.011912609843129413,0.8978328173374613
188,6492,0.012010909070693243,0.01193226968864218,0.7851851851851852
189,6492,0.04533818564487979,0.018613452879889705,0.8501742160278746
190,6492,0.0,0.014890762303911766,0.8837209302325582
191,6492,0.0,0.011912609843129413,0.8978328173374613
192,6492,0.012010909070693243,0.01193226968864218,0.7851851851851852
193,6492,0.04533818564487979,0.018613452879889705,0.8501742160278746
194,6492,0.0,0.014890762303911766,0.8837209302325582
195,6492,0.0,0.011912609843129413,0.8978328173374613
196,6492,0.012010909070693243,0.01193226968864218,0.7851851851851852
197,6492,0.04533818564487979,0.018613452879889705,0.8501742160278746
198,6492,0.0,0.014890762303911766,0.8837209302325582
199,6492,0.0,0.011912609843129413,0.8978328173374613
