block,label,method,round,n,f1_mean,f1_std,f1_var,ci_low,ci_high,bytes_cum_mean
heterogeneous,fast50,ASILO,9,8,0.3686034896926007,0.019296164390742884,0.0003723419601945737,0.3552319299748477,0.3819750494103537,249933.375
heterogeneous,fast50,ASILO,10,8,0.3726774096972765,0.021759788254744634,0.0004734883848913225,0.35759864574180544,0.3877561736527475,302514.0
heterogeneous,fast50,ASILO,11,8,0.3720213784130255,0.029422572043127926,0.000865687745633053,0.35163257620561295,0.3924101806204381,359586.0
heterogeneous,fast50,ASILO,12,8,0.37461790542820345,0.02690023739329527,0.0007236227718156411,0.35597699195740296,0.39325881889900394,421826.375
heterogeneous,fast50,ASILO,13,8,0.36919096331969425,0.02706759033824201,0.0007326544467188922,0.3504340801747149,0.3879478464646736,488780.75
heterogeneous,fast50,ASILO,14,8,0.3689353937146641,0.02827036392539126,0.0007992134764740636,0.3493450309971735,0.3885257564321547,561347.25
heterogeneous,fast50,ASILO,15,8,0.37181542872767626,0.026435271997860672,0.0006988236056008766,0.3534967198373221,0.3901341376180304,639980.75
heterogeneous,fast50,ASILO,16,8,0.367239793675064,0.02672169422626663,0.0007140489423220915,0.3487226043067212,0.3857569830434068,722656.125
heterogeneous,fast50,ASILO,17,8,0.3686665450309309,0.0299601823796305,0.0008976125282207218,0.3479051978672329,0.38942789219462887,809377.0
heterogeneous,fast50,ASILO,18,8,0.37034633912233345,0.024935583464369297,0.0006217833227085275,0.3530668613650447,0.38762581687962216,899914.0
heterogeneous,fast50,ASILO,19,8,0.3745999814007916,0.02511086159709117,0.0006305553701482681,0.35719904209438635,0.39200092070719683,995395.5
heterogeneous,fast50,ASILO,20,8,0.3783643360897594,0.029994621342544128,0.0008996773094826037,0.3575791239423324,0.3991495482371864,1094020.125
heterogeneous,fast50,ASILO,21,8,0.3809854464770514,0.027921942768897836,0.0007796348879896062,0.36163652730277684,0.40033436565132596,1196690.0
heterogeneous,fast50,ASILO,22,8,0.3734682301069654,0.016974008365145583,0.0002881169599800322,0.361705842416432,0.3852306177974988,1302279.375
heterogeneous,fast50,ASILO,23,8,0.3752720647797882,0.014573928758985121,0.0002123993994719736,0.3651728474028603,0.38537128215671607,1411912.875
heterogeneous,fast50,ASILO,24,8,0.3747271983237704,0.021967376830050723,0.00048256564479344933,0.3595045828247895,0.3899498138227513,1525590.375
heterogeneous,fast50,ASILO,25,8,0.382584707232125,0.02619359342049902,0.0006861043362784095,0.3644334730514724,0.40073594141277763,1643085.75
heterogeneous,fast50,ASILO,26,8,0.383086991171391,0.031146063205764768,0.0009700772532174939,0.36150387052133115,0.40467011182145085,1764628.25
heterogeneous,fast50,ASILO,27,8,0.38302644694794885,0.026616487900653667,0.000708437428165643,0.36458216184374537,0.40147073205215233,1890443.5
heterogeneous,fast50,ASILO,28,8,0.38437030550287526,0.026453353285669202,0.0006997799000564256,0.36603906691932353,0.402701544086427,2018733.5
heterogeneous,fast50,ASILO,29,8,0.38863357998859416,0.03416535222982287,0.0011672712929878626,0.36495819879012614,0.4123089611870622,2150844.375
heterogeneous,fast50,ASILO,30,8,0.39185023032523536,0.03318641207704358,0.001101337946547344,0.3688532200427653,0.41484724060770545,2286780.25
heterogeneous,fast50,ASILO,31,8,0.3898675358707778,0.030769948162779955,0.0009467897099401655,0.36854504964817075,0.4111900220933849,2425863.0
heterogeneous,fast50,ASILO,32,8,0.3864056156484159,0.026719054439573897,0.0007139078701449135,0.36789025555892296,0.40492097573790886,2568541.875
heterogeneous,fast50,ASILO,33,8,0.38929971846830236,0.018449857759364027,0.000340397251340765,0.3765146193254003,0.4020848176112044,2713693.0
heterogeneous,fast50,ASILO,34,8,0.3867024955116005,0.02554411220908943,0.0006525016685505517,0.369001328848412,0.404403662174789,2861992.125
heterogeneous,fast50,ASILO,35,8,0.3938465922660162,0.029054891963750763,0.0008441867470252286,0.37371257935448976,0.41398060517754265,3014114.25
heterogeneous,fast50,ASILO,36,8,0.39098021067454647,0.02566195549064518,0.0006585359596038543,0.37319738278352277,0.40876303856557017,3169157.375
heterogeneous,fast50,ASILO,37,8,0.38945616876624456,0.022322452810858262,0.000498291899492994,0.37398749816607546,0.40492483936641366,3326675.25
heterogeneous,fast50,ASILO,38,8,0.3868068284745429,0.020945049009514195,0.00043869507801095155,0.3722926500113691,0.4013210069377167,3486665.875
heterogeneous,fast50,ASILO,39,8,0.38813075394957497,0.02037528798916457,0.00041515236064139393,0.37401139972992326,0.4022501081692267,3649356.375
heterogeneous,fast50,ASILO,40,8,0.3868764537051479,0.02498911183037937,0.0006244557100712063,0.3695598826826795,0.4041930247276163,3814295.375
heterogeneous,fast50,ASILO,41,8,0.38707405250051824,0.026936982897841247,0.0007256010476385918,0.36840767569418403,0.40574042930685245,3981709.0
heterogeneous,fast50,ASILO,42,8,0.38860831308064964,0.02743331841645044,0.0007525869593383588,0.3695979933075822,0.4076186328537171,4151823.375
heterogeneous,fast50,ASILO,43,8,0.387560888221792,0.031204346637698853,0.0009737112490856677,0.3659373792139798,0.40918439722960426,4324859.875
heterogeneous,fast50,ASILO,44,8,0.39092183708105155,0.02604599290666468,0.0006783937464940269,0.372872884838153,0.4089707893239501,4499920.125
heterogeneous,fast50,ASILO,45,8,0.38971095645913356,0.02922755110283737,0.00085424974346897,0.3694572968684868,0.40996461604978035,4677906.625
heterogeneous,fast50,ASILO,46,8,0.39047680578037025,0.029480279121694805,0.0008690868570930346,0.3700480146077121,0.4109055969530284,4858367.5
heterogeneous,fast50,ASILO,47,8,0.3886062585984398,0.025347596318991538,0.0006425006391505534,0.37104127049938046,0.4061712466974991,5040628.0
heterogeneous,fast50,ASILO,48,8,0.38899718395354566,0.024539350969405682,0.0006021797459996716,0.3719922813066899,0.40600208660040144,5224912.125
heterogeneous,fast50,ASILO,49,8,0.38900081406577935,0.026568404105135494,0.0007058800966937806,0.3705898493318945,0.4074117787996642,5411896.875
heterogeneous,fast50,DFedSAM,0,8,0.30126025616255725,0.021270153873303534,0.0004524194457940093,0.2865207915226769,0.3159997208024376,15600.0
heterogeneous,fast50,DFedSAM,1,8,0.2965148794247822,0.014845355508901282,0.00022038458018566563,0.28622757290630246,0.306802185943262,46800.0
heterogeneous,fast50,DFedSAM,2,8,0.30356096213116635,0.016021318971633263,0.0002566826615908159,0.2924587545085397,0.314663169753793,93600.0
heterogeneous,fast50,DFedSAM,3,8,0.32722551382553067,0.02160100288412438,0.00046660332559994973,0.31225678251813205,0.3421942451329293,156000.0
heterogeneous,fast50,DFedSAM,4,8,0.3222066457647772,0.019852473765905564,0.0003941207146259686,0.30844958331804134,0.33596370821151306,234000.0
heterogeneous,fast50,DFedSAM,5,8,0.33249012367205766,0.020508307934404564,0.0004205906943323612,0.3182785913331999,0.3467016560109154,327600.0
heterogeneous,fast50,DFedSAM,6,8,0.3394698617414348,0.018084758117193775,0.0003270584761574061,0.3269377637426643,0.35200195974020526,436800.0
heterogeneous,fast50,DFedSAM,7,8,0.33873825442891836,0.022439739231587028,0.000503541896781626,0.3231883084857796,0.3542882003720571,561600.0
heterogeneous,fast50,DFedSAM,8,8,0.34409448863435954,0.021321144220724453,0.00045459119088093173,0.3293196894864515,0.35886928778226757,702000.0
heterogeneous,fast50,DFedSAM,9,8,0.3476272067788153,0.017882844396126,0.00031979612369605504,0.3352350278501989,0.36001938570743175,858000.0
